sampleNo,locateID,bed,Loc,Facies,TypeDep,TypeClast,TypeLoc,TYPELocClast,TypeFac,psilevel,scale,area,mm^2,mm,PSI,Chain,efd1,efd2,efd3,efd4,efd5,efd6,efd7,efd8,efd9,efd10,efd11,efd12,efd13,efd14,efd15,efd16,efd17,efd18,efd19,efd20,efd21,efd22,efd23,efd24,efd25,efd26,efd27,efd28,efd29,efd30,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
O7A_6_02_20,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1197,5.415854031,2.62596258937,1.3928463631,165,0.5422964656949250,-7.688688939428360000,-4.641245588374990000,-7.531257042251930000,-7.426848569175470000,-9.234417011670300000,-8.560373297653020000,-8.810268503138760000,-10.462612330983100000,-11.553347690036900000,-10.884044821062300000,-13.034989051618100000,-11.692537264023500000,-12.216725466351000000,-13.372420128505700000,-14.471079001916100000,-13.307344129572000000,-12.892479835562100000,-14.526295384056500000,-13.516171767548100000,-12.333501707674700000,-13.739854065062600000,-12.891056044499900000,-17.672685940457800000,-14.348144666255800000,-13.131195654404900000,-13.209747369609300000,-14.563584892874300000,-13.541555414280600000,-13.515758768951300000,0.620075151829677,-0.475865699777734,1.05231641321567,0.088546891996956,-0.247636152486919,-1.21807465335568,0.273695985740095,0.256584120127793,0.177821483822207,-0.309416142502537,-0.672020414245129,0.445462813287932,1.03654400393581,-0.828493275718743,-0.0423889414966378
O7A_6_02_21,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1740,7.87267002,3.16603771173,1.66267844,236,0.5236167881912180,-5.546581214372650000,-5.260509876857910000,-7.382246671077790000,-7.008836151284990000,-10.475224277628300000,-8.138973604033670000,-11.071507423532400000,-9.494148763218610000,-11.606145750847000000,-10.100429980467300000,-11.348328394389200000,-11.163708208702700000,-11.885053815416600000,-12.062206640840300000,-12.334408567764200000,-12.442418537403700000,-12.392361576174700000,-14.022412561045100000,-12.881850999122100000,-15.675718583789200000,-13.375001029206900000,-15.439137502075100000,-13.986976846402200000,-15.034049456040700000,-14.554389853216700000,-14.244588456160800000,-14.907102876184500000,-15.108515304870100000,-13.533619254836000000,1.65215434866747,-1.27596102819352,-0.173208833301264,-0.347044208489076,-0.0322389420957238,0.951866049359984,0.333551063451161,-0.38257205688942,0.404600382693395,-0.531512006084577,0.302163029026918,-0.17601622405164,0.417671742752313,-0.0477979257905783,0.266402636883366
O7A_6_02_22,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.004525,3955,17.894488465,4.77325573864,2.25497363431,354,0.5164392436322740,-7.696075252269540000,-5.004895091001900000,-8.371268927593100000,-7.133016808901160000,-12.090432113042800000,-8.264256581996770000,-11.865342841420500000,-9.303032110280290000,-12.347100069166900000,-10.445863944015500000,-13.764491072822000000,-11.170700758597300000,-13.706030351022200000,-12.003982331348100000,-16.440013651915300000,-12.454567013635000000,-14.314035680992200000,-12.991025859881900000,-16.766206532627100000,-13.393876136082700000,-16.452718573055900000,-13.805249884444400000,-17.678080596478000000,-14.151295177615700000,-18.794714810155500000,-14.430905742222400000,-18.730527686297600000,-14.643285541635400000,-17.095489499428800000,-0.51460662783158,-2.86740200510767,-0.613379190094616,-0.54515278005719,0.0905103274531548,0.0126360772510761,0.0332446021357807,0.0425072721223068,0.147852627425674,-0.412685807135728,0.630901332637067,0.38566976525193,0.796075207154068,-0.150951688264021,-0.40556616121591
O7A_6_02_23,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1245,5.6330311350000000,2.67809596501,1.42120765811,200,0.5197680603775430,-6.868260970422660000,-5.119359058186600000,-10.702777350132900000,-7.255430651380800000,-9.766092504146580000,-8.844773729616950000,-9.897292024474110000,-9.716165141728520000,-10.934664499824900000,-10.529383414493500000,-12.338226657554000000,-11.486705542368600000,-12.405278513009600000,-11.192738868125900000,-12.572864457457700000,-12.734302107649600000,-12.843584558999200000,-13.278856532187700000,-12.198999339092700000,-14.696582735242200000,-13.529520782816400000,-14.649198986097700000,-12.839532401654300000,-13.632206779714100000,-13.799406305190700000,-15.932900528446400000,-14.286834785323300000,-15.411503079986800000,-13.677253142759000000,0.842296219206339,-1.62150720255641,-0.0923392043383222,1.05831146060259,0.166247430842001,-0.149349167167131,-0.108152969758881,-0.668150247384152,-0.506753882123742,0.777144741684392,-0.402505680811938,0.705536407113124,-0.482028011641285,-0.00914837385528205,-0.0985186257115528
O7A_6_02_24,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.004525,3067,13.876712041,4.20337703775,2.07154887027,252,0.5481704670117450,-6.016853937443280000,-4.997335695521330000,-7.770436419401250000,-7.259352395419430000,-10.431400688637200000,-8.673489339479110000,-12.355197741095000000,-9.675958724207660000,-13.046252603226600000,-10.827051735567600000,-13.637435957560000000,-11.745933739045600000,-13.884486829444600000,-12.199863903915700000,-15.090184479054900000,-12.988188354908400000,-14.075987755745500000,-12.936599487688800000,-14.910229288228100000,-14.099043031341200000,-14.718842729858800000,-14.368423639018000000,-15.599971664499100000,-14.182462073748200000,-14.782501959506700000,-13.958578405756000000,-15.829070131552300000,-13.861110182756900000,-15.672650935662800000,-0.62321100304811,-1.70962508713654,-0.231271264662708,-1.42860358621513,0.725258272300695,0.177471925939706,0.0377992551173342,0.148146028935471,0.268383796363567,-0.578322615120507,0.198537772758723,0.0665677886805768,-0.0467668049851829,0.0577876514089028,-0.0723584044360826
O7A_6_02_25,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1909,8.637314407,3.31622831893,1.72954333833,211,0.5359441001700310,-6.520087176462800000,-5.056122600058850000,-8.868971351109920000,-7.209457838280950000,-10.813675255662600000,-8.642297772703880000,-12.088105825671900000,-9.662127748088420000,-12.582429429737700000,-10.734288973483200000,-13.425871359532600000,-11.687069665943900000,-13.736609306554300000,-12.606387610092100000,-13.442591235782400000,-13.247222778668900000,-14.234282361073700000,-13.427451431958700000,-14.927772897639500000,-13.858357105836300000,-14.704728009902700000,-14.058910785906700000,-15.298432628398800000,-15.144581001053300000,-14.843504215799400000,-15.876075752416100000,-15.010337609276200000,-14.902573311435800000,-15.108750282086900000,-0.747150576947388,-1.97512706843575,-0.150642209990822,-0.842442448048182,0.275398680881839,0.191235304471383,0.208619886645629,-0.121191241718085,0.127239111304013,-0.0722609625735936,0.103448919452414,-0.0177808538451467,0.0792013175310375,0.054419732837178,-0.203804647866103
O7A_6_02_26,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.004525,2853,12.908464119,4.05408028758,2.01937466042,271,0.5305342361632650,-6.956430679446530000,-4.870742755989120000,-11.711980172512800000,-7.268881873152750000,-12.637546736748700000,-9.093357395342170000,-11.947333859194300000,-10.446916915441500000,-13.278432261493400000,-11.337643586627600000,-14.158397564316500000,-12.252436103513600000,-14.057168714970600000,-13.317765509703400000,-15.073705096957300000,-14.688968450781800000,-15.113791766147900000,-14.342068890032400000,-14.766026394006500000,-15.438521894615900000,-14.811678722500800000,-16.952299160461600000,-15.092573055135200000,-16.783413710316400000,-13.679779736224700000,-15.972773001158100000,-14.787837824302200000,-14.706634613585900000,-14.023109615145500000,-2.72835896712737,-2.62111829445525,0.368350511372354,-0.101774098750232,0.185897900034291,0.671903683855401,-0.0000537570945878252,-0.233778284530631,-0.27790617009561,1.23068607798119,-0.243707180063734,0.287193663042679,0.389849226218841,-0.258357240168694,-0.102022671912235
O7A_6_02_27,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1559,7.053731357,2.99684662632,1.58344525098,151,0.5760922623698610,-7.636190842595010000,-4.968462982024540000,-8.148104635869100000,-7.231132135494420000,-9.967157079142070000,-8.730157037516030000,-10.391035298762500000,-9.594593362277250000,-11.316756434686500000,-11.108565054190400000,-12.127597063607700000,-13.092660373969300000,-15.094681147147000000,-14.345374676390600000,-14.791419230541200000,-14.274790052436400000,-14.713399107719000000,-12.677160392843000000,-16.697349303701600000,-14.849149669326300000,-13.854172544299700000,-15.321195267795000000,-14.334508605387300000,-15.138151484924100000,-15.527543602658900000,-14.572135997735000000,-16.450938020099800000,-14.324701001971500000,-15.643735880170700000,-0.815364090097196,-0.596313842416358,0.990196488497358,-0.909312277628566,-1.19578690846572,-1.27876773068967,0.66695851627416,-0.115843259071583,-0.0453939215741109,0.406188575223481,0.925754483580676,-0.140263188559141,0.289803448201731,0.479600181768835,0.216910862361755
O7A_6_02_28,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1796,8.126043308,3.21658198745,1.685528462,201,0.5531064576622160,-7.793247551472890000,-4.553736631175560000,-9.495596746735430000,-7.359451768572120000,-10.895949960783700000,-9.121657330856220000,-10.650409810168400000,-9.500117348076760000,-12.754861033993500000,-10.220899857900200000,-13.850770585293100000,-11.194816241085900000,-13.820065474669000000,-12.269306057842400000,-13.597914600296600000,-14.207932681124200000,-14.746493196422800000,-13.436523297151300000,-15.009635085745200000,-13.257351086664600000,-13.499000812504000000,-14.576094984670400000,-14.315666977108400000,-14.719017079981700000,-15.457044228494700000,-14.241188243340900000,-14.619365901158100000,-13.998685206691600000,-14.297998901908900000,-0.600218570913177,-2.44521513030903,-0.162471592002545,-0.171168954239941,0.644397423142687,-0.933474542158017,0.0273034832280941,0.395595485438198,0.304603240136252,0.689578235320023,-0.0644734707928407,0.417528824688048,0.485061982828426,-0.316229043802223,-0.0813005711552724
O7A_6_02_29,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.004525,3153,14.265821019,4.26190185944,2.09149737197,221,0.5898032369520010,-6.320526739825580000,-5.102602191545380000,-9.667136891499200000,-7.873148630466020000,-10.096456860772300000,-9.441744287090810000,-11.367131075225100000,-10.366071289453800000,-12.425222331115300000,-11.158857739469600000,-13.634258897743600000,-12.046041924674800000,-13.377721438080900000,-12.494863471553500000,-15.225510367136400000,-13.217792363176300000,-15.497369806636200000,-13.207475909882700000,-17.372479470352100000,-15.332409319809800000,-15.256522317369600000,-16.054831229730200000,-16.344128860636300000,-15.395269571400100000,-15.572685019601100000,-14.694164398025700000,-17.027574605106800000,-16.327314195153900000,-14.354246355515200000,-1.19193812434889,-0.782783304420362,-0.169769984707997,-0.173539174811375,0.770802546189661,-0.0110895160530347,0.0958561069738444,0.00139221001650071,-0.134218040096883,0.446667303109229,-0.43074683337907,0.291565674769664,-0.166834451131041,0.0025684150115191,-0.19596363143367
O7A_6_02_30,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1045,4.728126535,2.45357650724,1.29488625812,184,0.5189054070835000,-6.887846762108190000,-4.729903122528110000,-7.922637038078500000,-6.781600891162730000,-9.113039125011300000,-9.363412535340140000,-10.046440900440400000,-11.070568453856600000,-10.214283389382100000,-11.302562032701500000,-10.971815489229400000,-11.154283356141100000,-11.159146792560400000,-12.289952017589600000,-11.947289940419500000,-13.112573223428700000,-12.648740744304500000,-14.670456688865800000,-17.425749030825400000,-14.676068673527800000,-14.487424173986100000,-13.333289265270700000,-13.881868280223800000,-13.312540952810300000,-14.268122871456100000,-13.442338863942400000,-12.222271256367000000,-14.670525150267100000,-14.150780279710100000,1.55455671311978,-0.196149089158618,1.337718937098,1.2936791542722,-0.0396943956165361,0.0313520557594578,-0.88807356231612,-0.137413369977167,0.393021822601606,-0.407761005256605,-0.309234371476105,-0.48777140964768,0.261451738546216,-0.149450691620226,-0.21418514578005
O7A_6_02_31,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,2290,10.361157670000000,3.63211173764,1.86080858612,287,0.5155168915411230,-7.219019324610080000,-4.893069008087390000,-9.349516441220600000,-7.221836204489880000,-11.388956921830700000,-8.623484864074650000,-12.947652612313300000,-9.717712070521460000,-12.581984227215400000,-10.625860815991000000,-13.709402566950300000,-11.423927101712800000,-13.868030180613500000,-11.864089093101500000,-13.744819469138100000,-12.707705259643700000,-14.122103066893700000,-13.230625844525500000,-13.997612850032600000,-13.850455043993700000,-15.919289713397000000,-13.835867500759600000,-16.139882873437100000,-14.466725825714800000,-14.805815592831200000,-14.129143675557700000,-16.148663906918000000,-14.312934573871500000,-16.218317797750600000,-1.03720395467375,-2.83029026844154,-0.40015353201419,-0.44700138368367,0.581841526509958,0.260713869354972,-0.0858891895560951,0.0787483858678664,-0.0191403430083825,-0.278996669145032,0.193752567734976,-0.00119462919482205,0.0728876021076763,0.351809411520068,-0.371977202888319
O7A_6_02_32,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.004525,4219,19.088962537,4.92999208621,2.30158533074,322,0.5348237083147600,-7.675865048911020000,-5.050211568544450000,-10.867168624428100000,-6.870593868188460000,-9.847870544042560000,-8.881740514723680000,-10.727694666767800000,-10.366270354230700000,-10.090681758856500000,-10.553638479115400000,-11.901036977164400000,-10.226689584430800000,-12.447368208685700000,-11.812783747961300000,-12.574509972409300000,-12.568893718463900000,-13.545471097588200000,-12.103680965905300000,-14.409871600743400000,-13.264024729004500000,-14.676282158830700000,-13.912808849619500000,-14.716515497029900000,-15.002415832142500000,-15.011115890691700000,-14.112476668204800000,-16.280163333303800000,-14.441454668514700000,-16.903495568761500000,0.890499060011602,-1.86077216564004,-0.113003337696345,1.51743761322673,-0.15723776695027,-0.251975222955295,-0.688019342368985,-0.668024306157903,-0.505397938573021,0.741980078975989,-0.525036058224045,-0.641813490288968,-0.00966408101316676,0.122839772731301,-0.684468509508172
O7A_6_02_33,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,999,4.519998477,2.39896661149,1.26241307853,155,0.5378778599697520,-6.123898684791490000,-5.089130181530400000,-7.701807009599260000,-7.219806823535250000,-9.767562962013440000,-9.068001662014950000,-10.001065242349600000,-10.852827045028500000,-10.686239082662200000,-12.978460490847400000,-11.623836575126400000,-13.017468571384800000,-13.198267846745700000,-13.104209486604300000,-12.904774002404200000,-13.823580751580600000,-12.641847095491700000,-13.000416703620100000,-14.114355994211100000,-13.523093366086300000,-12.639887999679000000,-13.289686936566400000,-12.884728381435500000,-14.127190573070800000,-15.291096977959600000,-14.327059505064100000,-13.663449880634500000,-14.450324943817000000,-13.972432282947900000,-0.256421612141081,0.647633779137715,1.721565217584,-0.0023279992559804,-0.561394098249569,0.0928704755298698,-0.446369809943449,-0.391939008050619,-0.53086201712238,-0.418741925570879,0.766884659285235,0.211266031759886,-0.149758241321097,-0.296667375543908,-0.0467187450630725
O7A_6_02_34,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.004525,2963,13.406161649,4.13149551066,2.04666410011,382,0.5070944084034560,-7.565919006493900000,-4.990884604614810000,-9.339966082380030000,-7.020136275494800000,-10.937647433134200000,-8.537530733465610000,-12.123808625419500000,-9.911846778870260000,-13.042320054691800000,-10.710889866615000000,-12.846300491335500000,-11.247972149534800000,-13.723017944966600000,-11.809980662819400000,-13.545097394568900000,-12.054921386094400000,-13.985679096414400000,-12.968374798037500000,-15.091002836257600000,-13.152856731102700000,-14.919336105577800000,-14.593164627263900000,-15.856113991738600000,-14.220252659359500000,-15.166322621904400000,-15.090553405717200000,-15.464723767460300000,-14.978637237359700000,-15.238517547337800000,-0.654336349177392,-2.67315167056341,-0.322567680623654,-0.170813421442176,0.256200154159793,0.0465394776517142,-0.277922804629248,-0.0627369385420638,0.0206422047704053,-0.309570819613717,0.09404735116828,-0.191144041330727,-0.0800294356011014,-0.0864619224530789,0.306491750399743
O7A_6_02_35,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__0,0.004525,518,2.343702914,1.7274533948,0.788646788475,108,0.5454414232477760,-6.538908193473470000,-5.183126024302010000,-7.011031060302490000,-7.020947207598150000,-10.020659745152100000,-8.502210169600930000,-11.881808439154900000,-9.909942713048400000,-10.452954865047600000,-10.577478108630800000,-10.894548268279400000,-11.761096322118100000,-12.415613886102000000,-12.018018614157800000,-11.734652954388900000,-12.979085664655800000,-11.953621759547800000,-13.524645532305400000,-11.663827805969400000,-14.156710533887200000,-13.656988576828100000,-12.959565518162300000,-14.142271291081400000,-12.076992434550300000,-13.782135898275900000,-12.427011563625600000,-14.429191085156000000,-12.477081806895300000,-13.091386414576800000,1.30008886018361,-0.765984498730481,0.148297568017537,0.0615559050312069,-0.366023552081533,0.534089054874643,-0.0829928398037794,-0.111144116832777,0.240782049387521,-0.935714372229662,0.730583386524903,-0.459158015501488,0.166508353311018,0.86617353020574,-0.0513907746996654
O7A_6_02_36,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__0,0.004525,514,2.325604822,1.72077076474,0.783054919229,137,0.5103152480711200,-5.293918898575580000,-4.998793450529150000,-9.541386299159970000,-7.204512314942400000,-13.113613709216000000,-8.569736632702010000,-12.675736716761700000,-9.526395507734150000,-13.499606231004300000,-10.420086743253700000,-13.520904606960700000,-11.100760888961600000,-13.764519039243800000,-11.606563813529300000,-14.369960756733900000,-11.999090526493900000,-14.665386633416600000,-12.446885446253900000,-14.607946981054100000,-12.728696466959100000,-14.513205949221200000,-12.934281482936600000,-14.697134056960900000,-12.355852254571800000,-12.615153701023200000,-12.863881364241300000,-14.008544928114500000,-13.595798416950800000,-14.266696409672400000,-0.964158426238279,-3.14747919773165,-0.687942640230378,-0.931822320701636,1.16760415871577,1.503406481917,-0.0605440419885561,-0.283900463413071,0.0505936086713356,0.331224199117866,0.627484301571629,0.208657799776653,0.519089215104671,-0.192479260935902,0.109911411377971
O7A_6_02_37,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.004525,1117,5.053892191,2.53669379161,1.34294937987,156,0.5418183257840000,-6.361499566241970000,-4.704036394518240000,-8.262557528741150000,-7.467816573121570000,-10.926386350648700000,-9.288031917993470000,-10.695721204567000000,-11.279529980664800000,-11.885551665034200000,-13.113456156970200000,-12.005104163698200000,-13.591321780039700000,-13.696823667299800000,-13.951093737670700000,-13.298090746574400000,-12.817632396698000000,-12.328600887405500000,-13.976258766941600000,-13.436201224933000000,-13.216227734098100000,-13.169473335192500000,-13.148902922189100000,-14.172675528088600000,-13.640581810761400000,-13.682122984872500000,-13.575334020911100000,-14.195341368046100000,-13.428452000053900000,-15.964909560712600000,-1.73179135699503,0.238549414728558,2.19617377074708,-0.160129478970563,-0.332039987449063,0.34413025032772,-0.224698065640162,0.139937810661951,-0.395551867591863,-0.122070725735392,0.770070054204661,0.0899274164094716,0.293692249253483,-0.25584750824624,0.338695567300528
O7A_6_03_1,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,826,5.31470702,2.60132565177,1.37924701704,126,0.5582930781215610,-6.476946105611250000,-4.977852358243060000,-9.148960336159470000,-7.653413339207620000,-10.478862256353800000,-8.632156150048280000,-10.699260504379900000,-10.815672898577600000,-13.415572064054200000,-11.013380869173100000,-14.666932543902000000,-11.698696295751500000,-12.561693782631000000,-12.469320289668600000,-13.137394037251300000,-12.827901529869000000,-13.846333172256000000,-12.954766032254600000,-13.560379524151100000,-12.988993750421800000,-13.963206854495500000,-12.117780925689000000,-13.185317909086100000,-13.303576443198800000,-15.262228567722800000,-13.405362879002300000,-14.419244821147600000,-13.106433893743200000,-14.915768567127600000,-1.05415217938373,-1.34194844879144,-0.0623075870629003,-0.498559561395235,0.773605317755325,0.115444396894213,-0.0217062055391587,0.116739911453515,-0.125731620534597,-0.133696710620262,-1.23294763932039,0.758443265038892,0.600046157632519,-0.850037348230897,-0.0124811314578759
O7A_6_03_2,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,4068,26.17461036,5.77291511962,2.52930001326,334,0.5268233192560770,-6.917114049626150000,-4.926910893071610000,-11.645335174556700000,-7.173978706107010000,-9.873638258247770000,-8.752821931117840000,-11.921046553946200000,-9.509177128483040000,-13.765102331341900000,-10.757460143612200000,-14.364115260131700000,-11.204752325271100000,-14.609871794346900000,-12.125987375605400000,-14.507674139790900000,-13.479329070878100000,-14.764632743178900000,-13.254856694182100000,-15.207583562641700000,-15.573156347136800000,-14.840672537407300000,-14.534467063163900000,-15.489476848647500000,-17.992503298978800000,-16.331482801380800000,-15.364270535027200000,-16.790227850887400000,-17.481949490448000000,-16.060605428171900000,-1.48173463118576,-3.02248795587932,-0.457759146688656,-0.698427040904668,0.757389424360708,-0.526011647353672,0.0675926888760046,-0.270740690691055,-0.445064468330034,0.928471301028334,-0.856276494518931,-0.024594404790984,-0.982373510182151,-0.352130189852025,-0.0335416748699869
O7A_6_03_3,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,3076,19.79181452,5.01993236099,2.32766792531,220,0.5977564602443320,-7.030510157305940000,-5.103859539492230000,-7.529571444507930000,-7.848287313812110000,-9.630871855168760000,-9.733081309351310000,-10.379340213588400000,-12.066173765034900000,-10.780993111148700000,-11.579342872671900000,-12.172981189349100000,-12.551548988792500000,-13.286492843699200000,-13.598410692434600000,-13.984783029385400000,-13.882797909428000000,-14.144061215691400000,-14.005495760576300000,-13.630433223516600000,-14.991606898387700000,-15.935992012540600000,-14.478344965315800000,-13.839329438501500000,-14.730215615909500000,-14.591503946851700000,-14.887420682691700000,-15.060045640702600000,-18.359801412065800000,-16.106622657591800000,-0.861815736567138,1.08874491497954,0.973812431857429,0.39703029656809,0.00412472550686976,-0.570862428453284,-0.463005892477257,-0.228570677348236,-0.0187141794246356,-0.356662989248182,-0.0772384745503789,-0.314976541470693,0.937287199295834,0.405251748517453,0.0553896808031409
O7A_6_03_4,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,971,6.24767617,2.82042343671,1.49591177404,165,0.5272100894632840,-8.180677967451290000,-5.027834116878070000,-9.652223648220580000,-6.931559200651660000,-10.473337887242500000,-8.830108610084590000,-11.471762244600400000,-9.672872393622440000,-13.483981475904800000,-10.770352503647400000,-13.651984651988900000,-12.560239023784300000,-12.771007554544500000,-11.371061578673300000,-14.258843006360900000,-12.909143513048600000,-13.994718902886600000,-11.974136884292400000,-13.243505839983800000,-12.620736240820400000,-12.887020424269600000,-12.782946140170500000,-13.216872745330900000,-15.707535040628200000,-15.390815945606900000,-14.269409588719200000,-14.598632011556800000,-13.829504281459800000,-13.651269433041200000,-0.875144086170907,-2.41626059172098,-0.235138198214886,0.0504666649723578,-0.0768977802081257,-0.0586189275382361,-0.254169249133513,0.34600625191334,0.41899003208195,-0.273381862261446,-0.515684736627473,1.15226671015271,-0.602828755076743,-0.0719595568898984,0.413983321977897
O7A_6_03_5,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1095,7.04552565,2.99510298171,1.58260560857,160,0.5380756996732420,-7.680229540425760000,-5.003322299230370000,-9.915503301756590000,-7.246292834843430000,-11.316538832923300000,-8.716834318602240000,-11.363768727115800000,-9.941811697403730000,-12.391725237701500000,-10.786328494853000000,-13.112958572968900000,-12.386365594318400000,-13.671385355880200000,-13.283346297783100000,-14.115117260051300000,-14.271898467780200000,-12.869219883138800000,-14.308751966034700000,-13.201077722037400000,-15.201714423515100000,-16.050474875678000000,-12.289263057740000000,-15.982000324613000000,-12.820431222475200000,-13.862884354682800000,-14.697783240055100000,-13.752150011776300000,-14.559274593618800000,-13.536074653752000000,-1.31950035765991,-1.96536345083692,0.279450064580048,-0.0890607766750458,-0.48438147278701,-0.0557931779571946,0.383732633286306,-0.099236269123031,0.0316865269090438,0.462452668932592,0.0108354409699581,0.220895279566289,0.367399550301204,0.108276438294898,0.0790052881074987
O7A_6_03_6,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,2115,13.60848105,4.1625540497,2.05746900533,228,0.5391919252158730,-6.718003381525730000,-5.181863436541750000,-8.496633226408990000,-7.431071721495160000,-9.824230420067770000,-8.719060794087280000,-10.864293186928600000,-10.339733060717100000,-10.980394166048300000,-10.901587828196700000,-11.688085898957200000,-11.880191127564500000,-12.182254355095800000,-12.437368706074700000,-12.389949531929200000,-13.834291395213600000,-12.862797769476200000,-13.440607098130300000,-12.581619347475100000,-17.129733733966000000,-13.818387111595200000,-14.913926856302600000,-13.011233336733100000,-15.215471888044600000,-14.566384584786200000,-15.071868725860700000,-14.826719944764300000,-15.343625941201500000,-15.858651745981400000,0.566314310319364,-0.588611850409829,0.327522336450758,0.534832970523897,-0.19436959237795,0.257502584424726,0.155503402973463,-0.285553745773807,-0.0776241252616948,-0.316786426712744,-0.0695562999602024,-0.0669293211117719,0.144404949823074,0.210761496367389,0.000553316411549352
O7A_6_03_7,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,696,4.47825192,2.38786252448,1.25571977925,103,0.61151248696352,-5.286211814509210000,-5.284541530359130000,-7.696698167181270000,-8.001746736420870000,-8.810010715867240000,-9.736545776720870000,-10.530708526635500000,-10.864511695219900000,-10.234953232676100000,-11.024700683746000000,-12.143083135956900000,-11.718905556212400000,-11.338736063767700000,-11.414491714815100000,-13.895875050625200000,-13.557840096408600000,-14.559232789783600000,-11.790848246514500000,-13.432279930701600000,-12.246687310363700000,-13.958425480894600000,-13.361395837604200000,-13.636559615801900000,-12.409007109684500000,-13.961362640656300000,-13.896900797855900000,-12.964828169222200000,-13.399495094685900000,-13.854015890152500000,1.13527753221164,1.01775459468272,-0.112868775707913,0.700514482072679,1.03296288498086,0.405369119462596,-0.354249230654256,-0.137284120658925,0.0318310943908133,-0.316169603896588,-0.403626169722783,0.350601417106949,-0.0546957163277312,0.39231334172827,-0.497275794545231
